"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-02","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","55","H,,S","65",",,W","46",",,W","  360",",,W","  320",",,W","16.1",",,W","19.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-03","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","69",",,W","46",",,W","  290",",,W","  290",",,W","12.1",",,W","15.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-04","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","63",",,W","45",",,W","  220",",,W","  230",",,W","23.0",",,W","32.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-05","11.41",",,W",,,"0.24",",,W,2400","0.0",",,W","0.0",",,W","52","H,,S","58",",,W","45",",,W","   30",",,W","  210",",,W","21.0",",,W","30.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-06","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","62",",,W","45",",,W","   10",",,W","   10",",,W","18.1",",,W","23.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-07","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","55","H,,S","69",",,W","43",",,W","  350",",,W","  360",",,W","16.1",",,W","21.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-08","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","60","H,,S","75",",,W","47",",,W","  350",",,W","  340",",,W","16.1",",,W","19.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-09","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","80",",,W","49",",,W","   50",",,W","  330",",,W","12.1",",,W","14.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-10","6.26",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","62","H,,S","67",",,W","52",",,W","  220",",,W","  220",",,W","14.1",",,W","16.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-11","5.59",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","55","H,,S","57",",,W","50",",,W","  190",",,W","  150",",,W","10.1",",,W","13.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-12","7.38",",,W",,,"0.17",",,W,2400","0.0",",,W","0.0",",,W","53","H,,S","60",",,W","51",",,W","  190",",,W","  190",",,W","15.0",",,W","19.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-13","6.26",",,W",,,"0.16",",,W,2400","0.0",",,W","0.0",",,W","53","H,,S","54",",,W","50",",,W","  200",",,W","  200",",,W","14.1",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-14","4.47",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","53","H,,S","64",",,W","49",",,W","   10",",,W","  350",",,W","10.1",",,W","13.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-15","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","68",",,W","49",",,W","  240",",,W","  230",",,W","14.1",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-16","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","60",",,W","52",",,W","  220",",,W","  220",",,W","13.0",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-17","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","57","H,,S","67",",,W","51",",,W","   20",",,W","  250",",,W","10.1",",,W","14.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-18","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","78",",,W","54",",,W","  350",",,W","  340",",,W","14.1",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-19","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","71",",,W","53",",,W","  210",",,W","  210",",,W","8.9",",,W","13.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-20","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","74",",,W","51",",,W","  350",",,W","  260",",,W","10.1",",,W","15.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-21","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","78",",,W","53",",,W","  200",",,W","  220",",,W","14.1",",,W","18.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-22","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","61","H,,S","62",",,W","53",",,W","  200",",,W","  220",",,W","14.1",",,W","32.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-23","5.82",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","56","H,,S","61",",,W","53",",,W","  220",",,W","  270",",,W","8.9",",,W","13.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-24","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","57","H,,S","64",",,W","52",",,W","  260",",,W","  180",",,W","12.1",",,W","14.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-25","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","60",",,W","52",",,W","  210",",,W","  230",",,W","13.0",",,W","16.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-26","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","71",",,W","53",",,W","  280",",,W","  290",",,W","13.0",",,W","16.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-27","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","76",",,W","53",",,W","  290",",,W","  290",",,W","12.1",",,W","15.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-28","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","82",",,W","54",",,W","   20",",,W","   20",",,W","13.0",",,W","15.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-29","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","79",",,W","55",",,W","  210",",,W","  220",",,W","12.1",",,W","14.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-30","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","61","H,,S","73",",,W","50",",,W","  210",",,W","  190",",,W","13.0",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-05-31","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","77",",,W","53",",,W","   10",",,W","  360",",,W","14.1",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-01","7.61",",,W",,,"0.18",",,W,2400","0.0",",,W","0.0",",,W","60","H,,S","61",",,W","53",",,W","  210",",,W","  210",",,W","16.1",",,W","21.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-02","11.18",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","64",",,W","55",",,W","  190",",,W","  210",",,W","19.9",",,W","25.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-03","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","68",",,W","53",",,W","   20",",,W","   30",",,W","14.1",",,W","16.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-04","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","61","H,,S","73",",,W","53",",,W","  340",",,W","  340",",,W","15.0",",,W","19.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-05","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","80",",,W","55",",,W","  340",",,W","  340",",,W","21.9",",,W","28.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-06","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","85",",,W","56",",,W","  360",",,W","  360",",,W","16.1",",,W","21.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-07","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","88",",,W","60",",,W","  360",",,W","  360",",,W","15.0",",,W","21.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-08","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","87",",,W","58",",,W","   20",",,W","   10",",,W","16.1",",,W","21.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-09","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","84",",,W","58",",,W","  340",",,W","   30",",,W","15.0",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-10","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","78",",,W","52",",,W","  200",",,W","  210",",,W","13.0",",,W","16.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-11","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","76",",,W","52",",,W","   50",",,W","   40",",,W","21.0",",,W","25.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-12","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","61","H,,S","68",",,W","53",",,W","   60",",,W","   60",",,W","16.1",",,W","19.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-13","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","60","H,,S","75",",,W","49",",,W","  360",",,W","  290",",,W","12.1",",,W","16.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-14","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","82",",,W","53",",,W","   40",",,W","  340",",,W","15.0",",,W","18.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-15","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","86",",,W","61",",,W","   30",",,W","   30",",,W","14.1",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-16","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","73",",,W","52",",,W","  210",",,W","  270",",,W","13.0",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-17","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","77",",,W","52",",,W","   20",",,W","   20",",,W","14.1",",,W","16.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-18","6.71",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","66","H,,S","76",",,W","57",",,W","   20",",,W","   10",",,W","16.1",",,W","21.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-19","7.16",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","75",",,W","56",",,W","   20",",,W","   20",",,W","16.1",",,W","19.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-20","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","77",",,W","55",",,W","   10",",,W","   10",",,W","21.0",",,W","25.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-21","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","78",",,W","57",",,W","   10",",,W","  210",",,W","15.0",",,W","18.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-22","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","77",",,W","55",",,W","  210",",,W","  210",",,W","13.0",",,W","16.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-23","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","79",",,W","53",",,W","   40",",,W","   30",",,W","15.0",",,W","18.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-24","5.82",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","70","H,,S","78",",,W","61",",,W","   10",",,W","  240",",,W","12.1",",,W","14.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-25","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","87",",,W","60",",,W","   20",",,W","  290",",,W","13.0",",,W","19.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-26","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","89",",,W","64",",,W","   10",",,W","   10",",,W","17.0",",,W","21.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-27","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","77","H,,S","92",",,W","63",",,W","  340",",,W","   10",",,W","17.0",",,W","23.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-28","4.70",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","77","H,,S","83",",,W","65",",,W","  190",",,W","  200",",,W","18.1",",,W","21.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-29","6.04",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","72","H,,S","84",",,W","63",",,W","  280",",,W","  270",",,W","12.1",",,W","15.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-06-30","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","87",",,W","59",",,W","   40",",,W","   50",",,W","21.0",",,W","23.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-01","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","90",",,W","63",",,W","   20",",,W","  360",",,W","15.0",",,W","19.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-02","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","93",",,W","64",",,W","  340",",,W","  350",",,W","16.1",",,W","23.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-03","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","80","H,,S","92",",,W","64",",,W","  300",",,W","  320",",,W","13.0",",,W","15.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-04","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","92",",,W","59",",,W","  330",",,W","  350",",,W","15.0",",,W","18.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-05","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","91",",,W","62",",,W","  350",",,W","  330",",,W","13.0",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-06","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","85",",,W","60",",,W","  220",",,W","  210",",,W","15.0",",,W","21.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-07","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","81",",,W","57",",,W","  290",",,W","  220",",,W","12.1",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-08","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","86",",,W","58",",,W","  290",",,W","  290",",,W","13.0",",,W","16.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-09","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","84",",,W","58",",,W","  200",",,W","  200",",,W","14.1",",,W","19.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-10","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","70",",,W","62",",,W","  220",",,W","  220",",,W","14.1",",,W","18.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-11","6.71",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","65","H,,S","72",",,W","62",",,W","  240",",,W","  240",",,W","14.1",",,W","16.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-12","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","79",",,W","62",",,W","  240",",,W","  220",",,W","12.1",",,W","16.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-13","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","78",",,W","61",",,W","  360",",,W","  240",",,W","16.1",",,W","28.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-14","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","82",",,W","61",",,W","  290",",,W","   30",",,W","14.1",",,W","18.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-15","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","79",",,W","58",",,W","   10",",,W","   10",",,W","16.1",",,W","18.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-16","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","79",",,W","59",",,W","   60",",,W","  300",",,W","13.0",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-17","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","82",",,W","57",",,W","  340",",,W","  340",",,W","18.1",",,W","23.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-18","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","92",",,W","64",",,W","  340",",,W","  340",",,W","15.0",",,W","21.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-19","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","82","H,,S","95",",,W","63",",,W","  230",",,W","  240",",,W","16.1",",,W","21.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-20","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","80",",,W","62",",,W","  200",",,W","  210",",,W","17.0",",,W","25.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-21","5.37",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","67","H,,S","75",",,W","59",",,W","   30",",,W","  240",",,W","14.1",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-22","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","75",",,W","57",",,W","  250",",,W","  230",",,W","13.0",",,W","18.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-23","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","79",",,W","58",",,W","  180",",,W","  190",",,W","13.0",",,W","16.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-24","8.50",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","73",",,W","56",",,W","  230",",,W","  230",",,W","17.0",",,W","23.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-25","5.37",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","65","H,,S","70",",,W","58",",,W","  240",",,W","  230",",,W","13.0",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-26","5.82",",,W",,,"0.08",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","72",",,W","57",",,W","  310",",,W","  310",",,W","15.0",",,W","19.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-27","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","61","H,,S","74",",,W","54",",,W","  270",",,W","  270",",,W","12.1",",,W","15.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-28","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","82",",,W","57",",,W","   40",",,W","  330",",,W","15.0",",,W","19.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-29","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","90",",,W","58",",,W","  350",",,W","  330",",,W","16.1",",,W","19.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-30","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","94",",,W","63",",,W","   20",",,W","  350",",,W","15.0",",,W","19.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-07-31","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","80","H,,S","94",",,W","64",",,W","   10",",,W","   10",",,W","13.0",",,W","15.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2015-08-01","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","92",",,W","60",",,W","  350",",,W","   50",",,W","15.0",",,W","18.1",",,W"
